bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid,listing_sub_type.is_FSBA,listing_sub_type.is_bankOwned,datePriceChanged,priceChange,priceReduction,newConstructionType,listing_sub_type.is_newHome,unit,group_type,priceSuffix,providerListingID,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,videoCount
2.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7c421f22a3aec7c9921baef424ca7e0d-p_e.jpg,False,True,False,False,False,False,False,29.829817,2036.0,-95.36706,sqft,8398.368,295000.0,295000.0,2175.0,False,TX,513 Van Molan St,263260.0,52324000,293800.0,77022,28041180,True,,1715065200000.0,-45000.0,"$45,000 (May 7)",,,,,,,,,,
2.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b08ad3152ab3f24493bc390e713ee942-p_e.jpg,False,True,False,False,False,False,False,29.74574,1434.0,-95.57181,,,319000.0,319000.0,1914.0,False,TX,2025 Wilcrest Dr,248049.0,52324000,325200.0,77042,28204325,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e7ae34360e22ddf9fe3cde8eac227998-p_e.jpg,False,True,False,False,False,False,False,29.808697,1845.0,-95.357025,sqft,6250.86,515000.0,515000.0,2995.0,False,TX,1113 Griffin St,436300.0,52936000,515300.0,77009,27777083,True,,,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1b0d2486adb874a41728316004eba286-p_e.jpg,False,True,False,False,False,False,False,29.597418,1456.0,-95.24153,sqft,10436.976,265000.0,265000.0,1832.0,False,TX,10114 Sagetrail Dr,241069.0,53055000,265400.0,77089,28255374,True,,,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5eccb30eca85eb6bf1b6f32091bb3f33-p_e.jpg,False,True,False,False,False,False,False,29.688444,1230.0,-95.34643,sqft,6599.34,239990.0,239990.0,1650.0,False,TX,4915 Andrea St,111584.0,53533000,237500.0,77021,27951944,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/15e77f595a8ebd65d49c1132260e05da-p_e.jpg,False,True,False,False,False,False,False,29.761908,1915.0,-95.46399,,,539900.0,539900.0,2727.0,False,TX,5001 Woodway Dr UNIT 901,409358.0,53651000,538300.0,77056,28244729,True,,,,,,,Unit 901,,,,,,,
0.0,,Houston,USA,USD,0,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/78eaed03ab6eafdd3e94d79d45d9036a-p_e.jpg,False,True,False,False,False,False,False,29.58598,,-95.18532,acres,14.95,2900000.0,2900000.0,,False,TX,0 Fm 1959 Rd,,53653000,,77034,351475142,True,,,,,,,,,,,,,,
4.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3f4648eeb471b0607815bb40ed6a0f09-p_e.jpg,False,True,False,False,True,False,False,29.739637,1793.0,-95.34413,sqft,1800.0,455000.0,455000.0,1650.0,False,TX,3715 Bell St,238811.0,54367000,453900.0,77003,27769853,,,,,,BUILDER_SPEC,True,,,,,Sat. 1-4pm,True,"[{'open_house_end': 1717887600000, 'open_house_start': 1717876800000}, {'open_house_end': 1717974000000, 'open_house_start': 1717963200000}]",
2.0,2.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/f9dbc6ba34d64076e7238d5757b40ba7-p_e.jpg,False,True,False,False,False,False,False,29.729748,1422.0,-95.46603,,,359000.0,359000.0,2024.0,False,TX,3505 Sage Rd UNIT 2309,342239.0,54487000,,77056,62590881,True,,1715065200000.0,-4000.0,"$4,000 (May 7)",,,Unit 2309,,,,,,,1.0
5.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5648ac7c17d45a24cb40665aa5f09744-p_e.jpg,False,True,False,False,False,False,False,29.76489,3479.0,-95.55314,sqft,2360.952,1679000.0,1679000.0,9674.0,False,TX,220 Morningside Park St,1568200.0,54487000,1682500.0,77024,243978341,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c7a1970ddbf647d88e9849286dc61a52-p_e.jpg,False,True,False,False,False,False,False,29.812115,3377.0,-95.36569,sqft,10598.148,580000.0,580000.0,4453.0,False,TX,418 Eleanor St,678272.0,55501000,581500.0,77009,27875665,True,,,,,,,,,,,,,,
4.0,4.0,Houston,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/53699546c9be792f9c44bb2845887ad2-p_e.jpg,False,True,False,False,False,False,False,29.919928,4525.0,-95.18584,acres,0.3153,733000.0,733000.0,4002.0,False,TX,16119 Cottage Timbers Ct,655604.0,55860000,731000.0,77044,161376662,True,,1717398000000.0,-16000.0,"$16,000 (Jun 3)",,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/52fc2ac24f5a616517b076b40ef2805c-p_e.jpg,False,True,False,False,False,False,False,29.978128,2400.0,-95.46201,sqft,5710.716,249900.0,249900.0,2195.0,False,TX,13231 Barrow Point Ln,276079.0,56100000,249600.0,77014,70309551,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/af830e6e98721ff3580a6e52f9bb01a4-p_e.jpg,False,True,False,False,False,False,False,29.636478,1800.0,-95.473595,sqft,5174.928,285000.0,285000.0,2194.0,False,TX,12838 Colony Heath Ln,215277.0,56698000,283400.0,77085,80577554,True,,1717398000000.0,-5000.0,"$5,000 (Jun 3)",,,,,,,,,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/f39596a0f9124cd1f68fba36d5a547c8-p_e.jpg,False,True,False,False,False,False,False,29.79181,2022.0,-95.43451,sqft,1400.0,540000.0,540000.0,3350.0,False,TX,3328 W 12th St,529500.0,57283000,540400.0,77008,126254748,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1961e6c7d744299d5d9e5504b7415262-p_e.jpg,False,True,False,False,False,False,False,29.69811,1234.0,-95.35293,sqft,5201.064,165000.0,165000.0,1625.0,False,TX,6124 Goforth St,139373.0,57523000,163100.0,77021,27942170,True,,,,,,,,,,,,,,
4.0,4.0,Kingwood,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/20d1929a5e8013d521db90a850f47700-p_e.jpg,False,True,False,False,False,False,False,30.048569,3010.0,-95.17965,sqft,2034.252,424900.0,424900.0,2875.0,False,TX,2752 Kings Retreat Cir,397227.0,59675000,425300.0,77345,123239280,True,,,,,,,,,,,Sun. 1-3pm,True,"[{'open_house_end': 1717970400000, 'open_house_start': 1717963200000}]",
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/143040e28e099154b3aff187bdba4413-p_e.jpg,False,True,False,False,False,False,False,29.593416,2037.0,-95.13862,sqft,6324.912,365000.0,365000.0,2299.0,False,TX,2410 Jasmine Ridge Ct,343994.0,60868000,365700.0,77062,28538892,True,,,,,,,,,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/d5d584d38b5030def83ffe86853307a8-p_e.jpg,False,True,False,False,False,False,False,29.721062,2564.0,-95.41751,,,600000.0,600000.0,3882.0,False,TX,2520 Robinhood St APT 1009,478418.0,67396000,610800.0,77005,62591040,True,,,,,,,Apt 1009,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3c372aa1b15739f2a9556ce8f5d107f1-p_e.jpg,False,True,False,False,False,False,False,29.895647,1492.0,-95.51238,sqft,7501.032,275000.0,275000.0,1849.0,False,TX,7934 Woodland Pine Dr,270957.0,68022000,275400.0,77040,70310272,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/77d26e57b22892f8d3f5da13bf69250b-p_e.jpg,False,True,False,False,False,False,False,29.682163,1800.0,-95.5533,sqft,6525.288,272000.0,272000.0,1800.0,False,TX,9339 Eagle Creek Ln,236755.0,80150000,271800.0,77036,28316743,True,,,,,,,,,,,,,,
3.0,5.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9f5653c3aa23e090e2101b7bae8967f3-p_e.jpg,False,True,False,False,False,False,False,29.945765,3100.0,-95.594734,acres,0.6599999999999999,550000.0,550000.0,2999.0,False,TX,12303 Mile Dr,403975.0,83020000,551500.0,77065,28043174,True,,,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a2620bb32a7315e0dbbea1236057a472-p_e.jpg,False,True,False,False,False,False,False,29.782543,1800.0,-95.18191,sqft,5248.98,210000.0,210000.0,1825.0,False,TX,13710 Corpus Christi St,119015.0,83617000,209400.0,77015,27867964,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/29c69c1b14cd8fe9374d7a69fe99c650-p_e.jpg,False,True,False,False,False,False,False,30.008402,2520.0,-95.44178,sqft,3868.128,249500.0,249500.0,2299.0,False,TX,1011 Larks Trace Ln,280619.0,84333000,249900.0,77090,118399383,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c96a74555a388641f4f6c2a1a5375cb3-p_e.jpg,False,True,False,False,False,False,False,29.874828,2157.0,-95.667046,sqft,5079.096,350000.0,350000.0,2100.0,False,TX,17007 Chason Ct,300788.0,86364000,352200.0,77084,62566110,True,,,,,,,,,,,,,,
1.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/821a49c7faff727543a8c41c9df353a2-p_e.jpg,False,True,False,False,False,False,False,29.710058,1032.0,-95.489494,acres,1.5808,79900.0,79900.0,1494.0,False,TX,6500 Rampart St APT 36,37315.0,87793000,79400.0,77081,28302252,True,,,,,,,Apt 36,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/29a623bf59681c9a6dc09467e5072bf3-p_e.jpg,False,True,False,False,False,False,False,29.876,1772.0,-95.66305,sqft,5797.836,248000.0,248000.0,1849.0,False,TX,16722 Britford,216295.0,90068000,249900.0,77084,28337564,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/45475287c68c5fd10135986bd84d0bb0-p_e.jpg,False,True,False,False,False,False,False,29.73948,1224.0,-95.49785,acres,6.4135,137500.0,137500.0,807.0,False,TX,6405 Ella Lee Ln,113608.0,91494000,136700.0,77057,28294283,True,,1717225200000.0,-2400.0,"$2,400 (Jun 1)",,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/2eaa58cedbe2ce205bc209b39ce4cfd5-p_e.jpg,False,True,False,False,False,False,False,29.798437,,-95.36174,sqft,5501.628,260000.0,260000.0,1500.0,False,TX,4202 Billingsley St,215875.0,93166000,,77009,27763704,True,,1696230000000.0,-20000.0,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7af9911eee5144d3e57ec0e2f24612e3-p_e.jpg,False,True,False,False,False,False,False,29.786701,1444.0,-95.325165,sqft,5000.688,165000.0,165000.0,1949.0,False,TX,2811 Amboy St,154588.0,93167000,163300.0,77026,27811750,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/ba0a478abca478ada9009a6160f83de7-p_e.jpg,False,True,False,False,False,False,False,29.560856,1010.0,-95.11377,acres,8.4944,128000.0,128000.0,1797.0,False,TX,1500 Bay Area Blvd #104,122979.0,93167000,126000.0,77058,28350424,True,,,,,,,# 104,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.88212013244629,-95.45027923583984&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=brGQq1-WognjTmCZcYsuhNddzos=",False,True,False,False,False,False,False,29.88212,1420.0,-95.45028,acres,0.3495,380000.0,380000.0,2081.0,False,TX,2722 Vega St,280811.0,94104000,379300.0,77088,28116029,True,,,,,,,,,,,,,,
4.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/de4b7345ebd013547e9c96bb56441a06-p_e.jpg,False,True,False,True,False,False,False,29.785189,2443.0,-95.44188,,,664990.0,664990.0,3902.0,False,TX,"Milan Plan, Somerset Green",,94287000,665600.0,77055,2058164565,,,1707984000000.0,5000.0,,BUILDER_PLAN,True,# PRJCCU,BUILDER_COMMUNITY,+,9312,,,,
2.0,3.0,Humble,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9579971e8c3433a354318f28ad0e6948-p_e.jpg,False,True,False,False,False,False,False,30.045513,1989.0,-95.23258,sqft,7130.772,289000.0,289000.0,1999.0,False,TX,1519 Sandy Park Dr,330559.0,94580000,,77339,28524051,True,,,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/918468f9cc7c61c081d4ef50aa844754-p_e.jpg,False,True,False,False,False,False,False,29.73508,3168.0,-95.36121,sqft,10001.376,675000.0,675000.0,1300.0,False,TX,2615 Tuam St,364987.0,96902000,,77004,27758391,True,,,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/35393a02f7544b54c0383195118be084-p_e.jpg,False,True,False,False,False,False,False,29.858961,,-95.5714,sqft,8102.16,88000.0,88000.0,1379.0,False,TX,11019 Melba Ln,63423.0,98937000,,77041,160443166,True,,,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a1493c39af7a84708301ac75f106aaa1-p_e.jpg,False,True,False,False,False,False,False,29.704187,1725.0,-95.36474,sqft,5823.972,395000.0,395000.0,1994.0,False,TX,3539 Tampa St,248460.0,99178000,394100.0,77021,27920302,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c1cfd4e9565a76214a988209b3c29885-p_e.jpg,False,True,False,False,False,False,False,29.8607,1640.0,-95.57236,sqft,7801.596,260000.0,260000.0,1999.0,False,TX,11039 Cedarview Ln,205486.0,99416000,262700.0,77041,28036839,True,,1717398000000.0,-10000.0,"$10,000 (Jun 3)",,,,,,,,,,
1.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/0bd64fbc4f03c00633558aa8f65b2678-p_e.jpg,False,True,False,False,False,False,False,29.80674,2793.0,-95.38999,sqft,5000.0,760000.0,760000.0,1012.0,False,TX,704 E 22nd St APT 4,598203.0,99655000,,77008,27753583,True,,,,,,,Apt 4,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/59aa7faaa3a8275dd19d3583874707c4-p_e.jpg,False,True,False,False,False,False,False,29.560856,970.0,-95.11377,acres,8.4944,113900.0,113900.0,675.0,False,TX,1500 Bay Area Blvd #337,112362.0,100610000,111500.0,77058,28350646,True,,,,,,,# 337,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6b16b7c34a8d663fbf05c32a0403ba9f-p_e.jpg,False,True,False,False,False,False,False,29.95985,1471.0,-95.45614,sqft,5501.628,220000.0,220000.0,1650.0,False,TX,2462 Kenbridge Dr,211072.0,100851000,220200.0,77067,28444723,True,,,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0ca25c06504891d9772437a652dfb30b-p_e.jpg,False,True,False,False,False,False,False,29.606007,1688.0,-95.36752,sqft,5013.756,290000.0,290000.0,1900.0,False,TX,14006 Brunswick Place Dr,286083.0,101208000,291300.0,77047,124873884,True,,,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/bc3516e66da3701f07a58fd4517a7a98-p_e.jpg,False,True,False,False,False,False,False,29.696657,1550.0,-95.60558,sqft,2318.0,219800.0,219800.0,1293.0,False,TX,12803 Carvel Ln,195493.0,102279000,217900.0,77072,28203022,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1003fb65965e19598152d84b4880a283-p_e.jpg,False,True,False,False,False,False,False,29.846851,1525.0,-95.44742,sqft,1995.048,340000.0,340000.0,2400.0,False,TX,2504 W Tidwell Rd #B,341399.0,102400000,339500.0,77091,338058708,True,,,,,,,# B,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/e5a3cce4146f5a19946958ac640a8f07-p_e.jpg,False,True,False,False,False,False,False,29.623407,,-95.36264,sqft,8163.144,109000.0,109000.0,,False,TX,12827 Leitrim Way,,103717000,,77047,351467783,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/da06b120d15662c8b580a518d3fbcd2a-p_e.jpg,False,True,False,False,False,False,False,30.02705,1553.0,-95.39872,,,262810.0,262810.0,,False,TX,21326 Northern Light Dr,,103956000,262400.0,77073,348977005,,,,,,BUILDER_SPEC,True,,,,,,,,
1.0,1.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/cadc4ec0731d83281c146ed2fac38aeb-p_e.jpg,False,True,False,False,False,False,False,29.700352,702.0,-95.56567,acres,3.4947,100000.0,100000.0,1194.0,False,TX,10555 Turtlewood Ct UNIT 2614,86712.0,104665000,98400.0,77072,28393519,True,,,,,,,Unit 2614,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/21286226f93518af7c3822daa6d1f960-p_e.jpg,False,True,False,False,False,False,False,30.02705,1735.0,-95.39872,,,265350.0,265350.0,,False,TX,21227 Memorial Vista Dr,,104784000,264600.0,77073,350423411,,,,,,BUILDER_SPEC,True,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ba34d62ffe0fda00cfe477bf3a1a27af-p_e.jpg,False,True,False,False,False,False,False,30.02705,1466.0,-95.39872,,,251530.0,251530.0,,False,TX,21218 Memorial Vista Dr,,105262000,250900.0,77073,348977007,,,,,,BUILDER_SPEC,True,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.711742401123047,-95.59454345703125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=KNhRmr_Y8yXl6kN8-0RpIlfO1pg=",False,True,False,False,False,False,False,29.711742,2000.0,-95.59454,acres,0.3306,455000.0,455000.0,2100.0,False,TX,4224 D St,459022.0,105382000,453700.0,77072,27748134,True,,,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ae67d2eedea11f705cdbd056cbcdb5e8-p_e.jpg,False,True,False,False,False,False,False,30.02705,1373.0,-95.39872,,,244780.0,244780.0,,False,TX,21226 Memorial Vista Dr,,105620000,244100.0,77073,348977024,,,,,,BUILDER_SPEC,True,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.68700408935547,-95.51737976074219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=nfrP2eilt6dcBxAejxovKFJQkbw=",False,True,False,False,False,False,False,29.687004,1677.0,-95.51738,sqft,7801.596,329000.0,329000.0,1949.0,False,TX,8411 Braeburn Valley Dr,264333.0,106099000,328700.0,77074,28063755,True,,,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/5ae3d9ce75cf87821d459682bcdea8cc-p_e.jpg,False,True,False,False,False,False,False,29.684946,,-95.3593,sqft,5074.74,115000.0,115000.0,1394.0,False,TX,4210 Dreyfus St,99501.0,108288000,135900.0,77021,27779796,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0281cc054a19b0df5f2060a2605469dd-p_e.jpg,False,True,False,False,False,False,False,29.831854,1585.0,-95.34804,sqft,3144.0,299000.0,299000.0,2450.0,False,TX,2402 Mann St #B,,108293000,297500.0,77093,340015680,,,1717311600000.0,-990.0,$990 (Jun 2),BUILDER_SPEC,True,# B,,,,Sun. 1-4pm,True,"[{'open_house_end': 1717974000000, 'open_house_start': 1717963200000}]",
4.0,3.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a51b971deb5ab7c04ff3f9cf5955bc46-p_e.jpg,False,True,False,False,False,False,False,29.832829,1832.0,-95.40445,sqft,1333.0,379990.0,379990.0,2594.0,False,TX,4705 Thornton Villas Ln,,108654000,379600.0,77018,344947369,,,1711350000000.0,-10000.0,"$10,000 (Mar 25)",BUILDER_SPEC,True,,,,,,,,
4.0,3.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0944025a06ad41f7da4642a288d44663-p_e.jpg,False,True,False,False,False,False,False,29.832733,1832.0,-95.40445,sqft,1333.0,389990.0,389990.0,2594.0,False,TX,4703 Thornton Villas Ln,,109013000,389600.0,77018,340069457,,,1717311600000.0,-10000.0,"$10,000 (Jun 2)",BUILDER_SPEC,True,,,,,,,,
2.0,3.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dbae08b5a72313747aeaf1758f5c0c75-p_e.jpg,False,True,False,False,False,False,False,29.7918,1132.0,-95.372314,sqft,4260.168,440000.0,440000.0,2350.0,False,TX,502 Dell Ct,457766.0,110797000,450100.0,77009,126251351,True,,1714374000000.0,11000.0,,,,,,,,Sat. 12-4pm,True,"[{'open_house_end': 1717887600000, 'open_house_start': 1717873200000}, {'open_house_end': 1717974000000, 'open_house_start': 1717959600000}]",
2.0,3.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/8899c26a8e93741f2f4cc313022a75a5-p_e.jpg,False,True,False,False,False,False,False,29.727589,1415.0,-95.65162,sqft,2604.0,239000.0,239000.0,1798.0,False,TX,14967 Atmore Place Dr,207475.0,111874000,238100.0,77082,80520862,True,,1714892400000.0,-5000.0,"$5,000 (May 5)",,,,,,,,,,
3.0,4.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ab8cb0813c42746ff9fdc73e8c36b244-p_e.jpg,False,True,False,False,False,False,False,29.993355,1635.0,-95.50804,sqft,4369.068,269000.0,269000.0,1875.0,False,TX,14518 Sweet Cherry Dr,256474.0,112351000,267900.0,77069,338059386,True,,,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/77b723ad4163a8a00400a5b0c87cfc97-p_e.jpg,False,True,False,False,False,False,False,29.754023,2903.0,-95.45047,,,750000.0,750000.0,5035.0,False,TX,49 Briar Hollow Ln UNIT 2103,826881.0,114529000,750000.0,77027,28424998,True,,1716793200000.0,-50000.0,"$50,000 (May 27)",,,Unit 2103,,,,,,,
2.0,2.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/dfa59d163efbeaccb150f95735c57934-p_e.jpg,False,True,False,False,False,False,False,29.792772,1204.0,-95.478516,acres,2.0268,195000.0,195000.0,1550.0,False,TX,1311 Antoine Dr APT 258,211973.0,115001000,196800.0,77055,28442026,True,,1717311600000.0,-5000.0,"$5,000 (Jun 2)",,,Apt 258,,,,,,,
3.0,2.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/3ebd48ddb4e43aa16cba4871df574bf6-p_e.jpg,False,True,False,False,False,False,False,29.697668,1938.0,-95.37763,sqft,1483.0,325000.0,325000.0,2288.0,False,TX,6935 Ardmore St,330853.0,116793000,323900.0,77054,97671770,True,,,,,,,,,,,,,,
1.0,1.0,Houston,USA,USD,1,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/5266dc4c9e943b1937fdd3087a57c2b8-p_e.jpg,False,True,False,False,False,False,False,29.731544,590.0,-95.56668,acres,2.279,96000.0,96000.0,1019.0,False,TX,10855 Meadowglen Ln APT 1101,77654.0,117994000,95000.0,77042,28422127,True,,,,,,,Apt 1101,,,,,,,
