bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,unit,zestimate,zipcode,zpid,listing_sub_type.is_FSBA,lotAreaUnit,lotAreaValue,newConstructionType,listing_sub_type.is_newHome,datePriceChanged,priceChange,priceReduction,videoCount,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,group_type,priceSuffix,providerListingID
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/338d9e284b194ffb47bd31a4d99d43db-p_e.jpg,False,True,False,False,False,False,False,29.745598,2170.0,-95.50278,650000.0,650000.0,2798.0,False,TX,7602 Del Monte Dr,557314.0,68154000,,647300.0,77063,28106151,True,sqft,2287.0,,,,,,,,,,,,
3.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/1a5a93212ab941ce5eeabc214aa5fdeb-p_e.jpg,False,True,False,False,False,False,False,29.879345,1646.0,-95.47627,179000.0,179000.0,1749.0,False,TX,7838 Challie Ln,193562.0,70308000,,177600.0,77088,28194475,True,sqft,3445.0,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/91aac3d4235333eaab6cecdcb11e58de-p_e.jpg,False,True,False,False,False,False,False,29.807129,2428.0,-95.14024,199000.0,199000.0,2199.0,False,TX,1715 Mickle Creek Dr,295786.0,70906000,,200400.0,77049,84059422,True,sqft,4948.416,,,,,,,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e9569ec08bcd9a87112a5ab776015e8f-p_e.jpg,False,True,False,False,False,False,False,29.642387,1367.0,-95.488655,299900.0,299900.0,1729.0,False,TX,5741 Alvarado Dr,274562.0,72218000,,300600.0,77035,28048280,True,sqft,8398.368,,,,,,,,,,,,
5.0,5.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3f39d68e261b1f391559285cc559dcbf-p_e.jpg,False,True,False,False,False,False,False,29.749666,3300.0,-95.47682,1020000.0,1020000.0,6306.0,False,TX,5667 San Felipe St,663453.0,74377000,,1017800.0,77056,27963871,True,acres,0.33149999999999996,,,1715324400000.0,-30000.0,"$30,000 (May 10)",,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/42f3692ea1776b9b86f89f8a5322c52f-p_e.jpg,False,True,False,True,False,False,False,29.85213,1167.0,-95.24491,229990.0,229990.0,1371.0,False,TX,"Pine Plan, Robins Landing",,75939000,# 63AGEW,228100.0,77078,2060004695,,,,BUILDER_PLAN,True,1682665200000.0,-38000.0,,,,,,BUILDER_COMMUNITY,+,29938757
6.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/cf98001e0006eec73e49718f33514d45-p_e.jpg,False,True,False,False,False,False,False,29.807219,3381.0,-95.40025,1199990.0,1199990.0,7769.0,False,TX,219 W 23rd St,,76751000,,1199400.0,77008,345359129,,sqft,3275.712,BUILDER_SPEC,True,1717311600000.0,-90010.0,"$90,010 (Jun 2)",,,,,,,
2.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.813615798950195,-95.28646087646484&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=7WGAp7H2WWd4l8nEejFn7Yhs4Rw=",False,True,False,False,False,False,False,29.813616,1645.0,-95.28646,236936.0,236936.0,1180.0,False,TX,7806 Sandy St,151724.0,76871000,,238600.0,77028,27774726,True,sqft,6120.18,,,,,,,,,,,,
6.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5a789ba9ab06740d596ffa24c24bd043-p_e.jpg,False,True,False,False,False,False,False,29.807384,3381.0,-95.40031,1199990.0,1199990.0,7755.0,False,TX,221 W 23rd St,305600.0,76990000,,1198600.0,77008,27759274,,sqft,3275.712,BUILDER_SPEC,True,1717311600000.0,-90010.0,"$90,010 (Jun 2)",,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/bb27352521215796dce241a7661c8c42-p_e.jpg,False,True,False,False,False,False,False,29.771095,,-95.33433,169000.0,169000.0,1099.0,False,TX,0 Moses St,,77946000,,,77020,2089917233,True,sqft,5000.688,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a08b2ad51f3bf78f51e20c8b88633413-p_e.jpg,False,True,False,False,False,False,False,29.65293,,-95.37396,250000.0,250000.0,1400.0,False,TX,9518 Fairland Dr,138490.0,78185000,,95400.0,77051,27991776,True,,,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/f1654fc65a2c5722940ce9531521aa7a-p_e.jpg,False,True,False,False,False,False,False,29.776249,,-95.34599,480000.0,480000.0,1200.0,False,TX,1615 West St,180000.0,78303000,,,77026,27752739,True,sqft,10001.376,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9aa7ce95b434258c509db57931743fc7-p_e.jpg,False,True,False,False,False,False,False,29.747812,1540.0,-95.392555,750000.0,750000.0,3350.0,False,TX,2405 Yoakum Blvd,638682.0,78304000,,748700.0,77006,27756759,True,sqft,5649.732,,,,,,,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.76926040649414,-95.47245788574219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=cohVVd46QMA3MxkhO8ffzdgYH9M=",False,True,False,False,False,False,False,29.76926,,-95.47246,1595000.0,1595000.0,7679.0,False,TX,5466 Briar Dr,1300000.0,80318000,,1256900.0,77056,27890906,True,acres,0.5985,,,,,,,,,,,,
2.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a24aa4537e3ec46700ca9cb06087ad32-p_e.jpg,False,True,False,False,False,False,False,29.864964,1277.0,-95.29692,210000.0,210000.0,1550.0,False,TX,7339 Orlando St,126426.0,81777000,,,77016,27995974,True,acres,0.2804,,,1716966000000.0,-5000.0,"$5,000 (May 29)",,,,,,,
0.0,,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/e20a4c16d81ba31939fb68adcaaa7c01-p_e.jpg,False,True,False,False,False,False,False,29.886969,,-95.15027,850000.0,850000.0,1499.0,False,TX,15015 Garrett Rd TRAILER 2,206830.0,82612000,Trailer 2,299700.0,77044,27810577,True,acres,4.8656,,,,,,,,,,,,
5.0,6.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/113d5b13598fed91652a4d48bd92d304-p_e.jpg,False,True,False,False,False,False,False,29.650663,4666.0,-95.51145,875000.0,875000.0,4900.0,False,TX,11815 Stallion Ln,591764.0,82614000,,871700.0,77071,28276426,True,sqft,9430.74,,,,,,,,,,,,
2.0,2.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/b3c1974d2a8b0308fa9e3a7d4023cb23-p_e.jpg,False,True,False,False,False,False,False,29.738039,1092.0,-95.611824,185000.0,185000.0,1074.0,False,TX,2379 Briarwest Blvd UNIT 24,169435.0,84760000,Unit 24,185800.0,77077,28223493,True,,,,,,,,,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.76399803161621,-95.41995239257812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ZamryZwAl5uqRVGJ-21w81Vw9uU=",False,True,False,False,False,False,False,29.763998,2691.0,-95.41995,594000.0,594000.0,3394.0,False,TX,226 Birdsall St,595987.0,85467000,,597900.0,77007,58668042,True,sqft,2500.0,,,,,,,,,,,,
3.0,3.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/812b8d120386bd5d74311e84a269bf4a-p_e.jpg,False,True,False,False,False,False,False,29.5981,1913.0,-95.40443,324990.0,324990.0,,False,TX,13421 Sombrero Cay Dr,,88808000,,324900.0,77047,350437550,,sqft,2700.0,BUILDER_SPEC,True,1716879600000.0,-17000.0,"$17,000 (May 28)",,,,,,,
3.0,4.0,Houston,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/892ad673da46407d675a00e4f0d0ff9f-p_e.jpg,False,True,False,False,False,False,False,29.753271,2820.0,-95.5775,479000.0,479000.0,3499.0,False,TX,1522 Haven Lock Dr,420923.0,90595000,,487300.0,77077,28238566,True,acres,0.2937,,,,,,,Sun. 1-3:30pm,True,"[{'open_house_end': 1717972200000, 'open_house_start': 1717963200000}]",,,
